N,button_coverage,dead_repeat_rate,family,file,game,length,level,longest_streak,mean_first_try,nochange_rate,novel_alt_frac,novel_frac,outcome,retry,run,solved,valid_coverage
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,21,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,2,2,,,,,,died,,arc3-job6-glyph-consonants,False,
10,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,10,1,2,5.25,0.0,0.7,0.6,truncated,0,arc3-job6-glyph-consonants,False,0.75
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,10,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.3333333333333333,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p3_events.jsonl,bp35,18,1,2,6.5,0.0,0.8,0.9,truncated,0,arc3-job6-glyph-consonants,False,0.5
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p3_events.jsonl,bp35,18,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.4,0.0,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,60,1,4,7.8,0.0,0.3,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.4
20,1.0,0.2,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,60,1,5,9.6,0.1,0.35,0.25,truncated,0,arc3-job6-glyph-consonants,False,1.0
40,1.0,0.4,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,60,1,7,9.6,0.1,0.25,0.125,truncated,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,60,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.6,0.0,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,72,1,3,6.0,0.0,0.4,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.6
20,0.8,0.3,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,72,1,5,9.4,0.2,0.35,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.8
40,0.8,0.5,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,72,1,5,13.4,0.125,0.225,0.1,truncated,0,arc3-job6-glyph-consonants,False,0.8
0,,,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,72,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.2,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,3,5.8,0.2,0.6,0.4,died,0,arc3-job6-glyph-consonants,False,0.8
20,0.8,0.5,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,5,7.8,0.25,0.4,0.2,died,0,arc3-job6-glyph-consonants,False,0.8
40,1.0,0.65,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,6,8.0,0.25,0.225,0.125,died,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,0.8,0.5,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,6,4.6,0.4,0.4,0.4,died,2,arc3-job6-glyph-consonants,False,0.8
20,0.8,0.7,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,14,6.6,0.4,0.2,0.2,died,2,arc3-job6-glyph-consonants,False,0.8
40,1.0,0.65,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,14,8.2,0.325,0.125,0.125,died,2,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,130,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,0.8,0.0,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,35,1,3,5.4,0.1,0.6,0.4,truncated,4,arc3-job6-glyph-consonants,False,0.8
20,0.8,0.35,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,35,1,10,7.4,0.2,0.3,0.2,truncated,4,arc3-job6-glyph-consonants,False,0.8
0,,,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,35,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.0,Flash-Next (Kaggle),g50t-5849a774_p3_events.jsonl,g50t,13,1,4,4.8,0.0,0.4,0.4,truncated,0,arc3-job6-glyph-consonants,False,0.8
0,,,Flash-Next (Kaggle),g50t-5849a774_p3_events.jsonl,g50t,13,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,24,1,4,4.666666666666667,0.0,0.7,0.7,solved,0,arc3-job6-glyph-consonants,True,0.8333333333333334
20,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,24,1,4,6.333333333333333,0.0,0.55,0.65,solved,0,arc3-job6-glyph-consonants,True,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,24,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.2,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,79,2,1,9.0,0.0,0.7,0.9,truncated,0,arc3-job6-glyph-consonants,False,0.3333333333333333
20,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,79,2,2,13.5,0.0,0.7,0.7,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
40,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,79,2,7,16.833333333333332,0.0,0.475,0.35,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,79,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.2,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,20,1,3,7.833333333333333,0.0,0.4,0.5,solved,0,arc3-job6-glyph-consonants,True,0.3333333333333333
20,0.2,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,20,1,3,14.5,0.0,0.35,0.55,solved,0,arc3-job6-glyph-consonants,True,0.3333333333333333
0,,,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,20,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,118,2,1,9.333333333333334,0.0,0.7,1.0,truncated,0,arc3-job6-glyph-consonants,False,0.16666666666666666
20,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,118,2,2,12.5,0.0,0.65,0.7,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
40,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,118,2,3,15.833333333333334,0.0,0.425,0.35,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,118,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.2,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,28,1,2,7.833333333333333,0.0,0.6,0.6,solved,0,arc3-job6-glyph-consonants,True,0.3333333333333333
20,0.6,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,28,1,2,14.0,0.0,0.5,0.55,solved,0,arc3-job6-glyph-consonants,True,0.6666666666666666
0,,,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,28,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,52,2,3,4.333333333333333,0.0,0.8,0.5,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
20,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,52,2,5,6.0,0.0,0.7,0.25,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
40,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,52,2,8,9.333333333333334,0.0,0.475,0.125,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,52,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,21,1,1,5.666666666666667,0.0,1.0,1.0,solved,0,arc3-job6-glyph-consonants,True,0.8333333333333334
20,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,21,1,2,7.333333333333333,0.0,0.55,0.8,solved,0,arc3-job6-glyph-consonants,True,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,21,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,22,2,1,9.333333333333334,0.0,0.6,0.6,truncated,0,arc3-job6-glyph-consonants,False,0.16666666666666666
20,0.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,22,2,1,17.666666666666668,0.0,0.4,0.55,truncated,0,arc3-job6-glyph-consonants,False,0.16666666666666666
0,,,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,22,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,86,1,4,4.5,0.0,0.4,0.4,solved,0,arc3-job6-glyph-consonants,True,1.0
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,86,1,4,4.5,0.05,0.2,0.2,solved,0,arc3-job6-glyph-consonants,True,1.0
40,1.0,0.2,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,86,1,4,4.5,0.075,0.2,0.1,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,86,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,92,2,5,5.5,0.0,0.4,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.75
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,92,2,6,5.5,0.0,0.25,0.2,truncated,0,arc3-job6-glyph-consonants,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,92,2,7,5.5,0.0,0.175,0.1,truncated,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,92,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,6,5.75,0.1,0.3,0.3,solved,0,arc3-job6-glyph-consonants,True,0.75
20,1.0,0.15,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,6,7.0,0.05,0.25,0.2,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,88,2,5,5.5,0.0,0.4,0.3,died,0,arc3-job6-glyph-consonants,False,0.75
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,88,2,5,5.5,0.05,0.25,0.2,died,0,arc3-job6-glyph-consonants,False,1.0
40,1.0,0.175,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,88,2,6,5.5,0.025,0.175,0.1,died,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,88,2,,,,,,died,,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,6,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,21,1,4,4.5,0.0,0.4,0.4,solved,0,arc3-job6-glyph-consonants,True,1.0
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,21,1,4,4.5,0.0,0.3,0.2,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,21,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,44,2,5,5.5,0.0,0.4,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.75
20,1.0,0.05,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,44,2,5,5.5,0.1,0.25,0.2,truncated,0,arc3-job6-glyph-consonants,False,1.0
40,1.0,0.225,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,44,2,7,5.5,0.05,0.15,0.1,truncated,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,44,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,4,3.25,0.1,0.4,0.4,solved,0,arc3-job6-glyph-consonants,True,1.0
20,1.0,0.05,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,4,3.25,0.05,0.3,0.2,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,43,2,5,6.0,0.0,0.4,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.75
20,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,43,2,6,8.5,0.0,0.3,0.15,truncated,0,arc3-job6-glyph-consonants,False,0.75
40,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,43,2,6,13.5,0.0,0.175,0.075,truncated,0,arc3-job6-glyph-consonants,False,0.75
0,,,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,43,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,88,1,4,7.166666666666667,0.1,0.3,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.5
20,0.6,0.35,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,88,1,6,12.166666666666666,0.1,0.15,0.15,truncated,0,arc3-job6-glyph-consonants,False,0.5
40,0.8,0.6,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,88,1,6,21.166666666666668,0.05,0.1,0.1,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,88,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.6,0.1,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,169,1,4,6.5,0.1,0.3,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.5
20,0.8,0.2,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,169,1,7,10.5,0.25,0.2,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
40,0.8,0.6,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,169,1,7,17.166666666666668,0.175,0.1,0.1,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,169,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,66,1,4,7.333333333333333,0.0,0.3,0.3,truncated,0,arc3-job6-glyph-consonants,False,0.5
20,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,66,1,5,11.166666666666666,0.05,0.2,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
40,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,66,1,5,15.333333333333334,0.025,0.125,0.125,truncated,0,arc3-job6-glyph-consonants,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,66,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,45,1,3,5.5,0.1,0.4,0.4,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
20,0.8,0.15,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,45,1,4,8.833333333333334,0.1,0.2,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
40,0.8,0.425,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,45,1,6,15.5,0.075,0.1,0.1,truncated,0,arc3-job6-glyph-consonants,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,45,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,4,,0.0,0.7,0.5,died,0,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,4,,0.0,0.4,0.5,died,0,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,4,,0.0,0.275,0.475,died,0,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.4,0.8,died,2,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.2,0.5,died,2,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.1,0.25,died,2,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.3,0.8,died,4,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.2,0.5,died,4,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.1,0.25,died,4,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.4,0.7,died,6,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.2,0.5,died,6,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.1,0.25,died,6,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,36,1,1,,0.0,0.2,0.5,truncated,8,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,36,1,1,,0.0,0.2,0.35,truncated,8,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,36,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,1,1,,0.0,0.8,1.0,solved,0,arc3-job6-glyph-consonants,True,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,1,4,,0.0,0.55,0.65,solved,0,arc3-job6-glyph-consonants,True,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,2,2,,0.0,0.8,0.8,truncated,0,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,2,2,,0.0,0.55,0.55,truncated,0,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,35,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,2,,0.0,0.7,0.7,died,0,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,4,,0.0,0.4,0.55,died,0,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,4,,0.0,0.35,0.45,died,0,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,1,,0.0,0.4,0.5,died,2,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,1,,0.0,0.2,0.25,died,2,arc3-job6-glyph-consonants,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,1,,0.0,0.125,0.25,died,2,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,61,1,,,,,,died,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,16,1,1,,0.0,0.7,0.6,truncated,4,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p2_events.jsonl,tn36,16,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p3_events.jsonl,tn36,32,1,1,,0.0,0.9,1.0,truncated,0,arc3-job6-glyph-consonants,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p3_events.jsonl,tn36,32,1,2,,0.0,0.7,0.8,truncated,0,arc3-job6-glyph-consonants,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p3_events.jsonl,tn36,32,1,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.6,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,84,1,6,7.8,0.3,0.3,0.3,solved,0,arc3-job6-glyph-consonants,True,0.6
20,1.0,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,84,1,6,9.6,0.15,0.25,0.25,solved,0,arc3-job6-glyph-consonants,True,1.0
40,1.0,0.25,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,84,1,6,9.6,0.1,0.125,0.125,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,84,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,70,2,6,8.2,0.0,0.4,0.2,died,0,arc3-job6-glyph-consonants,False,0.4
20,0.8,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,70,2,6,10.4,0.0,0.45,0.2,died,0,arc3-job6-glyph-consonants,False,0.8
40,0.8,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,70,2,26,14.4,0.0,0.275,0.1,died,0,arc3-job6-glyph-consonants,False,0.8
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,70,2,,,,,,died,,arc3-job6-glyph-consonants,False,
10,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,45,1,4,7.0,0.0,0.3,0.3,solved,0,arc3-job6-glyph-consonants,True,0.6
20,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,45,1,4,7.6,0.0,0.4,0.25,solved,0,arc3-job6-glyph-consonants,True,1.0
40,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,45,1,4,7.6,0.0,0.325,0.125,solved,0,arc3-job6-glyph-consonants,True,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,45,1,,,,,,solved,,arc3-job6-glyph-consonants,True,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,42,2,6,7.8,0.0,0.3,0.2,truncated,0,arc3-job6-glyph-consonants,False,0.4
20,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,42,2,7,9.0,0.0,0.3,0.25,truncated,0,arc3-job6-glyph-consonants,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,42,2,17,9.0,0.0,0.25,0.125,truncated,0,arc3-job6-glyph-consonants,False,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,42,2,,,,,,truncated,,arc3-job6-glyph-consonants,False,
10,0.8,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,1,4,6.2,0.3,0.4,0.4,solved,0,arc3-job6-glyph-consonants,True,0.8
20,1.0,0.3,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,1,4,6.4,0.15,0.25,0.25,solved,0,arc3-job6-glyph-consonants,True,1.0
40,1.0,0.35,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,1,7,6.4,0.15,0.125,0.125,solved,0,arc3-job6-glyph-consonants,True,1.0
